"x"
"1",64.2444048692037
"2",61.7256575970719
"3",57.2425992441181
"4",69.4230064504126
"5",76.4859666709113
"6",77.5079391267054
"7",55.5156072830397
"8",49.5182833890753
"9",54.5192173219793
"10",51.5195432547553
"11",54.5196570018714
"12",53.5196966984205
"13",52.5197105520992
"14",59.5197153868877
"15",53.519717074178
"16",48.5197176630247
"17",50.5197178685259
"18",47.5197179402437
"19",47.5197179652725
"20",49.5197179740073
"21",42.5197179770556
"22",44.5197179781195
"23",46.5197179784907
"24",47.5197179786203
"25",49.5197179786655
"26",49.5197179786813
"27",50.5197179786868
"28",46.5197179786887
"29",45.5197179786894
"30",47.5197179786896
"31",47.5197179786897
"32",44.5197179786897
"33",43.5197179786897
"34",50.5197179786897
"35",46.5197179786897
"36",42.5197179786897
"37",44.5197179786897
"38",45.5197179786897
"39",44.5197179786897
"40",44.5197179786897
"41",45.5197179786897
"42",49.5197179786897
"43",50.5197179786897
"44",52.5197179786897
"45",53.5197179786898
"46",52.5197179786897
"47",54.5197179786897
"48",52.5197179786897
"49",51.5197179786897
"50",51.5197179786897
"51",49.5197179786897
"52",57.5197179786897
