"x"
"1",87.4408951453997
"2",82.3436184265395
"3",82.3655283505899
"4",92.9204188799746
"5",93.8853241653362
"6",73.0919848547217
"7",53.4956266412805
"8",58.7999047525702
"9",76.8860787793895
"10",84.8841031766041
"11",84.9079715411753
"12",88.8991622151017
"13",93.0842692327915
"14",90.8433730451101
"15",88.5715539236871
"16",91.1499135143489
"17",91.91688236499
"18",87.7095059037742
"19",84.5890386788685
"20",84.1109180509537
"21",82.074936040483
"22",80.3172030397146
"23",83.1129270980503
"24",86.1831832029578
"25",83.3641620107634
"26",77.241956750865
"27",72.701225755661
"28",69.0925880571794
"29",65.6079644400761
"30",64.0401508745553
"31",62.9575472839381
"32",59.3765354733633
"33",55.642260503054
"34",55.2745659529746
"35",56.0568781271692
"36",55.1729723198053
"37",54.4639975518397
"38",54.8499068066596
"39",54.0546957643663
"40",52.9461206428062
"41",55.0732195848267
"42",60.0218548624976
"43",65.4737273062503
"44",71.75366063036
"45",77.4921347596769
"46",78.8143700021665
"47",77.6336170065213
"48",79.6873383857492
"49",83.221882688995
"50",83.5426600574453
"51",84.9854425428789
"52",91.4813069875923
